"Municipio","Estacion","Fecha","Diametro aerodinamico","Medicion"
"La Virginia","Cuenca Rio Risaralda","2012 Nov 15 12:00:00 AM","PM10","40"
"La Virginia","Cuenca Rio Risaralda","2012 Nov 21 12:00:00 AM","PM10","26"
"La Virginia","Cuenca Rio Risaralda","2012 Nov 27 12:00:00 AM","PM10","23"
"La Virginia","Cuenca Rio Risaralda","2012 Dec 03 12:00:00 AM","PM10","28"
"La Virginia","Cuenca Rio Risaralda","2012 Dec 09 12:00:00 AM","PM10","32"
"La Virginia","Cuenca Rio Risaralda","2012 Dec 15 12:00:00 AM","PM10","36"
"La Virginia","Cuenca Rio Risaralda","2012 Dec 21 12:00:00 AM","PM10","25"
"La Virginia","Cuenca Rio Risaralda","2012 Dec 27 12:00:00 AM","PM10","32"
"La Virginia","Cuenca Rio Risaralda","2013 Jan 02 12:00:00 AM","PM10","24.23"
"La Virginia","Cuenca Rio Risaralda","2013 Jan 08 12:00:00 AM","PM10","17.95"
"La Virginia","Cuenca Rio Risaralda","2013 Jan 14 12:00:00 AM","PM10","19.13"
"La Virginia","Cuenca Rio Risaralda","2013 Jan 20 12:00:00 AM","PM10","20.87"
"La Virginia","Cuenca Rio Risaralda","2013 Jan 26 12:00:00 AM","PM10","29.87"
"La Virginia","Cuenca Rio Risaralda","2013 Feb 01 12:00:00 AM","PM10","23.36"
"La Virginia","Cuenca Rio Risaralda","2013 May 16 12:00:00 AM","PM10","24.87"
"La Virginia","Cuenca Rio Risaralda","2013 May 19 12:00:00 AM","PM10","15.61"
"La Virginia","Cuenca Rio Risaralda","2013 May 22 12:00:00 AM","PM10","20.97"
"La Virginia","Cuenca Rio Risaralda","2013 May 26 12:00:00 AM","PM10","27.38"
"La Virginia","Cuenca Rio Risaralda","2013 May 28 12:00:00 AM","PM10","33.15"
"La Virginia","Cuenca Rio Risaralda","2013 Jun 03 12:00:00 AM","PM10","36.02"
"La Virginia","Cuenca Rio Risaralda","2013 Jun 09 12:00:00 AM","PM10","43.52"
"La Virginia","Cuenca Rio Risaralda","2013 Jun 15 12:00:00 AM","PM10","26.88"
"La Virginia","Cuenca Rio Risaralda","2013 Jun 21 12:00:00 AM","PM10","24.2"
"La Virginia","Cuenca Rio Risaralda","2013 Jun 27 12:00:00 AM","PM10","32.58"
"Pereira","Centro","2013 Jan 16 12:00:00 AM","PM2.5","7.14"
"La Virginia","Cuenca Rio Risaralda","2013 Jul 03 12:00:00 AM","PM10","23.09"
"La Virginia","Cuenca Rio Risaralda","2013 Jul 09 12:00:00 AM","PM10","30.39"
"La Virginia","Cuenca Rio Risaralda","2013 Jul 15 12:00:00 AM","PM10","39.49"
"La Virginia","Cuenca Rio Risaralda","2013 Jul 21 12:00:00 AM","PM10","32.7"
"La Virginia","Cuenca Rio Risaralda","2013 Jul 27 12:00:00 AM","PM10","43.09"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 15 12:00:00 AM","PM10","15.4"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 16 12:00:00 AM","PM10","22.49"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 17 12:00:00 AM","PM10","22.48"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 18 12:00:00 AM","PM10","20.81"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 19 12:00:00 AM","PM10","13.51"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 20 12:00:00 AM","PM10","15.87"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 21 12:00:00 AM","PM10","12.41"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 22 12:00:00 AM","PM10","20.77"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 26 12:00:00 AM","PM10","27.71"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 27 12:00:00 AM","PM10","31.77"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 28 12:00:00 AM","PM10","27.45"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 29 12:00:00 AM","PM10","24.73"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 30 12:00:00 AM","PM10","27.92"
"La Virginia","Cuenca Rio Risaralda","2015 Jul 31 12:00:00 AM","PM10","25.09"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 01 12:00:00 AM","PM10","14.66"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 02 12:00:00 AM","PM10","11.69"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 03 12:00:00 AM","PM10","22.51"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 04 12:00:00 AM","PM10","26.22"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 05 12:00:00 AM","PM10","30.04"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 06 12:00:00 AM","PM10","31.06"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 07 12:00:00 AM","PM10","11.68"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 08 12:00:00 AM","PM10","18.62"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 09 12:00:00 AM","PM10","15.55"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 10 12:00:00 AM","PM10","25.56"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 11 12:00:00 AM","PM10","27.97"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 12 12:00:00 AM","PM10","25.3"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 13 12:00:00 AM","PM10","24.76"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 14 12:00:00 AM","PM10","22.24"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 15 12:00:00 AM","PM10","19.85"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 16 12:00:00 AM","PM10","20.77"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 17 12:00:00 AM","PM10","24.88"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 18 12:00:00 AM","PM10","25.53"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 19 12:00:00 AM","PM10","28.53"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 20 12:00:00 AM","PM10","21.51"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 21 12:00:00 AM","PM10","19.18"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 22 12:00:00 AM","PM10","23.08"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 23 12:00:00 AM","PM10","16.17"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 24 12:00:00 AM","PM10","17.78"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 26 12:00:00 AM","PM10","23.14"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 27 12:00:00 AM","PM10","20.59"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 28 12:00:00 AM","PM10","20.14"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 29 12:00:00 AM","PM10","23.04"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 30 12:00:00 AM","PM10","18.61"
"La Virginia","Cuenca Rio Risaralda","2015 Aug 31 12:00:00 AM","PM10","24.19"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 01 12:00:00 AM","PM10","20.75"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 02 12:00:00 AM","PM10","22.2"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 03 12:00:00 AM","PM10","19.97"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 04 12:00:00 AM","PM10","26.1"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 05 12:00:00 AM","PM10","24.15"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 06 12:00:00 AM","PM10","16.01"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 07 12:00:00 AM","PM10","13.78"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 11 12:00:00 AM","PM10","12.25"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 12 12:00:00 AM","PM10","18.85"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 13 12:00:00 AM","PM10","26.41"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 14 12:00:00 AM","PM10","26.69"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 15 12:00:00 AM","PM10","29.65"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 16 12:00:00 AM","PM10","25.22"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 17 12:00:00 AM","PM10","44.23"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 18 12:00:00 AM","PM10","20.21"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 19 12:00:00 AM","PM10","27.04"
"Pereira","Centro","2013 Jan 18 12:00:00 AM","PM2.5","19.05"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 20 12:00:00 AM","PM10","15.89"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 21 12:00:00 AM","PM10","25.41"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 22 12:00:00 AM","PM10","22.92"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 23 12:00:00 AM","PM10","39.12"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 24 12:00:00 AM","PM10","18.07"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 25 12:00:00 AM","PM10","43.78"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 27 12:00:00 AM","PM10","23.78"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 28 12:00:00 AM","PM10","42.83"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 29 12:00:00 AM","PM10","26.19"
"La Virginia","Cuenca Rio Risaralda","2015 Sep 30 12:00:00 AM","PM10","23.45"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 01 12:00:00 AM","PM10","16.89"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 02 12:00:00 AM","PM10","21.92"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 03 12:00:00 AM","PM10","38.32"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 04 12:00:00 AM","PM10","46.79"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 05 12:00:00 AM","PM10","15.41"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 06 12:00:00 AM","PM10","25.21"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 07 12:00:00 AM","PM10","18.61"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 08 12:00:00 AM","PM10","23.39"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 09 12:00:00 AM","PM10","19.91"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 10 12:00:00 AM","PM10","26.95"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 11 12:00:00 AM","PM10","19.82"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 12 12:00:00 AM","PM10","19.06"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 13 12:00:00 AM","PM10","13.77"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 14 12:00:00 AM","PM10","15.77"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 15 12:00:00 AM","PM10","18.52"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 16 12:00:00 AM","PM10","31.36"
"La Virginia","Cuenca Rio Risaralda","2015 Oct 17 12:00:00 AM","PM10","21.58"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 07 12:00:00 AM","PM10","19.16"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 08 12:00:00 AM","PM10","29.95"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 09 12:00:00 AM","PM10","23.79"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 10 12:00:00 AM","PM10","24.14"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 11 12:00:00 AM","PM10","24.94"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 12 12:00:00 AM","PM10","58.21"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 14 12:00:00 AM","PM10","38.7"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 15 12:00:00 AM","PM10","22.25"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 16 12:00:00 AM","PM10","32.77"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 17 12:00:00 AM","PM10","27.18"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 18 12:00:00 AM","PM10","22.34"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 19 12:00:00 AM","PM10","16.9"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 22 12:00:00 AM","PM10","18.6"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 23 12:00:00 AM","PM10","26.15"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 28 12:00:00 AM","PM10","26.15"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 29 12:00:00 AM","PM10","35.56"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 30 12:00:00 AM","PM10","18.16"
"La Virginia","Cuenca Rio Risaralda","2016 Mar 31 12:00:00 AM","PM10","25.83"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 01 12:00:00 AM","PM10","20.92"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 02 12:00:00 AM","PM10","11.32"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 03 12:00:00 AM","PM10","13.41"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 04 12:00:00 AM","PM10","19.96"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 05 12:00:00 AM","PM10","29.35"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 06 12:00:00 AM","PM10","33.33"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 07 12:00:00 AM","PM10","33.2"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 08 12:00:00 AM","PM10","26.58"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 09 12:00:00 AM","PM10","26.19"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 10 12:00:00 AM","PM10","8.23"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 11 12:00:00 AM","PM10","14.61"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 12 12:00:00 AM","PM10","12.19"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 13 12:00:00 AM","PM10","21.92"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 14 12:00:00 AM","PM10","20.85"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 15 12:00:00 AM","PM10","26.78"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 16 12:00:00 AM","PM10","26.42"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 17 12:00:00 AM","PM10","22.92"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 18 12:00:00 AM","PM10","18.13"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 19 12:00:00 AM","PM10","10.74"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 20 12:00:00 AM","PM10","19.74"
"Pereira","Centro","2013 Jan 20 12:00:00 AM","PM2.5","9.05"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 21 12:00:00 AM","PM10","13.34"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 22 12:00:00 AM","PM10","21.84"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 23 12:00:00 AM","PM10","9.62"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 24 12:00:00 AM","PM10","11.68"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 25 12:00:00 AM","PM10","16.75"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 26 12:00:00 AM","PM10","15.65"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 28 12:00:00 AM","PM10","14"
"La Virginia","Cuenca Rio Risaralda","2016 Apr 30 12:00:00 AM","PM10","16.67"
"La Virginia","Cuenca Rio Risaralda","2016 May 01 12:00:00 AM","PM10","9.83"
"La Virginia","Cuenca Rio Risaralda","2016 May 02 12:00:00 AM","PM10","16.03"
"La Virginia","Cuenca Rio Risaralda","2016 May 03 12:00:00 AM","PM10","25.02"
"La Virginia","Cuenca Rio Risaralda","2016 May 04 12:00:00 AM","PM10","17.98"
"La Virginia","Cuenca Rio Risaralda","2016 May 05 12:00:00 AM","PM10","18.7"
"La Virginia","Cuenca Rio Risaralda","2016 May 06 12:00:00 AM","PM10","10.63"
"La Virginia","Cuenca Rio Risaralda","2016 May 07 12:00:00 AM","PM10","16.57"
"La Virginia","Cuenca Rio Risaralda","2016 May 08 12:00:00 AM","PM10","15.04"
"La Virginia","Cuenca Rio Risaralda","2016 May 09 12:00:00 AM","PM10","14.65"
"La Virginia","Cuenca Rio Risaralda","2016 May 10 12:00:00 AM","PM10","14.28"
"La Virginia","Cuenca Rio Risaralda","2016 May 11 12:00:00 AM","PM10","14.33"
"La Virginia","Cuenca Rio Risaralda","2016 May 12 12:00:00 AM","PM10","25.44"
"La Virginia","Cuenca Rio Risaralda","2016 May 13 12:00:00 AM","PM10","20.51"
"La Virginia","Cuenca Rio Risaralda","2018 Sep 25 12:00:00 AM","PM10","29.92"
"La Virginia","Cuenca Rio Risaralda","2018 Sep 26 12:00:00 AM","PM10","22.18"
"La Virginia","Cuenca Rio Risaralda","2018 Sep 27 12:00:00 AM","PM10","16.35"
"La Virginia","Cuenca Rio Risaralda","2018 Sep 29 12:00:00 AM","PM10","20.89"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 01 12:00:00 AM","PM10","28.51"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 03 12:00:00 AM","PM10","12.6"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 05 12:00:00 AM","PM10","13.23"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 08 12:00:00 AM","PM10","21.4"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 10 12:00:00 AM","PM10","13.08"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 16 12:00:00 AM","PM10","19.96"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 17 12:00:00 AM","PM10","21.77"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 18 12:00:00 AM","PM10","18.75"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 22 12:00:00 AM","PM10","14.1"
"La Virginia","Cuenca Rio Risaralda","2018 Oct 24 12:00:00 AM","PM10","17"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 01 12:00:00 AM","PM10","15.75"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 06 12:00:00 AM","PM10","22.16"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 07 12:00:00 AM","PM10","21.03"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 13 12:00:00 AM","PM10","22.82"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 14 12:00:00 AM","PM10","22.59"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 20 12:00:00 AM","PM10","20.63"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 23 12:00:00 AM","PM10","19.82"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 24 12:00:00 AM","PM10","14.57"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 25 12:00:00 AM","PM10","12.64"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 26 12:00:00 AM","PM10","10.49"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 28 12:00:00 AM","PM10","19.56"
"La Virginia","Cuenca Rio Risaralda","2018 Nov 30 12:00:00 AM","PM10","8.87"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 01 12:00:00 AM","PM10","3.86"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 02 12:00:00 AM","PM10","3.99"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 03 12:00:00 AM","PM10","15.25"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 10 12:00:00 AM","PM10","19.68"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 11 12:00:00 AM","PM10","25.24"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 12 12:00:00 AM","PM10","0"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 13 12:00:00 AM","PM10","23.19"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 14 12:00:00 AM","PM10","18.34"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 17 12:00:00 AM","PM10","23.98"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 18 12:00:00 AM","PM10","40.22"
"La Virginia","Cuenca Rio Risaralda","2018 Dec 19 12:00:00 AM","PM10","32.79"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 16 12:00:00 AM","PM10","18.94"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 17 12:00:00 AM","PM10","31.2"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 18 12:00:00 AM","PM10","13.39"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 19 12:00:00 AM","PM10","16.7"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 20 12:00:00 AM","PM10","15.27"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 21 12:00:00 AM","PM10","10.83"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 22 12:00:00 AM","PM10","15.52"
"Pereira","Centro","2013 Jan 22 12:00:00 AM","PM2.5","25.24"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 23 12:00:00 AM","PM10","16.16"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 24 12:00:00 AM","PM10","19.94"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 25 12:00:00 AM","PM10","21.1"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 26 12:00:00 AM","PM10","45.64"
"La Virginia","Cuenca Rio Risaralda","2019 Oct 28 12:00:00 AM","PM10","49.77"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 01 12:00:00 AM","PM10","23.02"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 03 12:00:00 AM","PM10","26.23"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 05 12:00:00 AM","PM10","19.53"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 07 12:00:00 AM","PM10","18.14"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 08 12:00:00 AM","PM10","40.62"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 11 12:00:00 AM","PM10","9.95"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 13 12:00:00 AM","PM10","16.12"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 15 12:00:00 AM","PM10","16.76"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 17 12:00:00 AM","PM10","12.49"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 19 12:00:00 AM","PM10","16.94"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 21 12:00:00 AM","PM10","20.06"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 23 12:00:00 AM","PM10","12.99"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 25 12:00:00 AM","PM10","22.22"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 26 12:00:00 AM","PM10","16.71"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 28 12:00:00 AM","PM10","17.39"
"La Virginia","Cuenca Rio Risaralda","2019 Nov 30 12:00:00 AM","PM10","20.07"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 01 12:00:00 AM","PM10","9.54"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 03 12:00:00 AM","PM10","28.03"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 05 12:00:00 AM","PM10","7.48"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 07 12:00:00 AM","PM10","9.75"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 09 12:00:00 AM","PM10","15.09"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 11 12:00:00 AM","PM10","13"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 13 12:00:00 AM","PM10","11.37"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 19 12:00:00 AM","PM10","6.25"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 21 12:00:00 AM","PM10","5.5"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 23 12:00:00 AM","PM10","4.59"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 25 12:00:00 AM","PM10","16.21"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 27 12:00:00 AM","PM10","36.29"
"La Virginia","Cuenca Rio Risaralda","2019 Dec 29 12:00:00 AM","PM10","40.8"
"La Virginia","Cuenca Rio Risaralda","2020 Jan 17 12:00:00 AM","PM10","30.4"
"La Virginia","Cuenca Rio Risaralda","2020 Jan 18 12:00:00 AM","PM10","31.87"
"La Virginia","Cuenca Rio Risaralda","2020 Jan 19 12:00:00 AM","PM10","40.54"
"La Virginia","Cuenca Rio Risaralda","2020 Jan 27 12:00:00 AM","PM10","2.02"
"La Virginia","Cuenca Rio Risaralda","2020 Jan 28 12:00:00 AM","PM10","23.71"
"La Virginia","Cuenca Rio Risaralda","2020 Jan 29 12:00:00 AM","PM10","25.35"
"La Virginia","Cuenca Rio Risaralda","2020 Jan 31 12:00:00 AM","PM10","21.46"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 01 12:00:00 AM","PM10","29.85"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 02 12:00:00 AM","PM10","25.91"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 03 12:00:00 AM","PM10","33.06"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 16 12:00:00 AM","PM10","29.58"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 18 12:00:00 AM","PM10","33.23"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 22 12:00:00 AM","PM10","40.73"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 23 12:00:00 AM","PM10","13.11"
"La Virginia","Cuenca Rio Risaralda","2020 Feb 24 12:00:00 AM","PM10","18.95"
"La Virginia","Cuenca Rio Risaralda","2020 Mar 01 12:00:00 AM","PM10","50.05"
"La Virginia","Cuenca Rio Risaralda","2020 Sep 04 12:00:00 AM","PM10","9.59"
"La Virginia","Cuenca Rio Risaralda","2020 Sep 07 12:00:00 AM","PM10","13.26"
"La Virginia","Cuenca Rio Risaralda","2020 Sep 09 12:00:00 AM","PM10","16.45"
"La Virginia","Cuenca Rio Risaralda","2020 Sep 13 12:00:00 AM","PM10","13.6"
"La Virginia","Cuenca Rio Risaralda","2020 Sep 19 12:00:00 AM","PM10","16.33"
"La Virginia","Cuenca Rio Risaralda","2020 Oct 01 12:00:00 AM","PM10","19.68"
"La Virginia","Cuenca Rio Risaralda","2020 Oct 12 12:00:00 AM","PM10","3.38"
"La Virginia","Cuenca Rio Risaralda","2020 Oct 16 12:00:00 AM","PM10","5.28"
"La Virginia","Cuenca Rio Risaralda","2020 Oct 22 12:00:00 AM","PM10","5.31"
"La Virginia","Cuenca Rio Risaralda","2020 Oct 24 12:00:00 AM","PM10","11.51"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 03 12:00:00 AM","PM10","2.21"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 07 12:00:00 AM","PM10","3.93"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 11 12:00:00 AM","PM10","3.81"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 15 12:00:00 AM","PM10","9.16"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 19 12:00:00 AM","PM10","7.44"
"Pereira","Centro","2013 Jan 24 12:00:00 AM","PM2.5","14.29"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 23 12:00:00 AM","PM10","6.21"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 27 12:00:00 AM","PM10","12.75"
"La Virginia","Cuenca Rio Risaralda","2020 Nov 30 12:00:00 AM","PM10","3.99"
"La Virginia","Cuenca Rio Risaralda","2021 Jun 10 12:00:00 AM","PM10","10.79"
